"latitude;";longitude
"41.1382552824925;";-8.61127571375169
"41.1382549345433;";-8.61121125455532
"41.138254157306;";-8.61125316471663
"41.1382521782673;";-8.61132776196032
"41.1382514340349;";-8.61129309615463
"41.1382502816925;";-8.611327398048
"41.1382501;";-8.6112862
"41.13825;";-8.6112254
"41.1382485761155;";-8.61127419967348
"41.1382482162556;";-8.61121974381171
"41.1382478708784;";-8.61119482667056
"41.1382476;";-8.611258
"41.1382473333333;";-8.61122083333333
"41.1382466666666;";-8.61123116666666
"41.1382461929617;";-8.61123221499375
"41.1382457016482;";-8.61122152495645
"41.1382455028418;";-8.61120164061413
"41.1382446;";-8.611348
"41.1382439;";-8.61137
"41.1382429;";-8.6111878
"41.1382429;";-8.6112256
"41.1382426740986;";-8.61125241034535
"41.138242;";-8.6111924
"41.1382416666666;";-8.61124766666666
"41.1382416;";-8.6113713
"41.1382415;";-8.6112985
"41.1382413;";-8.6112687
"41.1382412910846;";-8.61125073396471
"41.1382412491751;";-8.61121175811496
"41.1382410101533;";-8.61136713950843
"41.1382406199993;";-8.61123180419071
"41.1382403333333;";-8.61123083333333
"41.1382401158039;";-8.61126628675635
"41.1382399250335;";-8.61125463683195
"41.1382397;";-8.6112535
"41.1382387;";-8.6112778
"41.1382385060885;";-8.61125171205364
"41.1382383830585;";-8.61123994810211
"41.1382376;";-8.6113119
"41.1382368205513;";-8.61123946257528
"41.1382367648567;";-8.6112253367981
"41.1382360399683;";-8.61119699527112
"41.1382359685759;";-8.61122525297907
"41.1382358085568;";-8.61126052091629
"41.1382355;";-8.6112872
"41.1382354811682;";-8.61120692300663
"41.1382353;";-8.6111986
"41.1382343860824;";-8.6113366651425
"41.1382337580213;";-8.61119009594546
"41.1382331833333;";-8.6112833
"41.1382326666666;";-8.61133383333333
"41.1382322569609;";-8.61127762993455
"41.1382317;";-8.6112036
"41.1382313982802;";-8.6113229179333
"41.1382311185512;";-8.61123836139231
"41.1382310291301;";-8.61132424534002
"41.1382309771067;";-8.61120567833874
"41.1382309385557;";-8.61122103614696
"41.1382308438835;";-8.61124651341146
"41.1382308333333;";-8.61130033333333
"41.1382306887556;";-8.61134871959789
"41.1382300785062;";-8.61131461404598
"41.1382293666666;";-8.61135673333333
"41.1382293468726;";-8.61119692214635
"41.1382291;";-8.611164
"41.1382288439584;";-8.61126548611429
"41.1382288333333;";-8.61123633333333
"41.1382288266367;";-8.61135392685889
"41.1382286763203;";-8.61120488495436
"41.1382286666666;";-8.61123466666666
"41.1382286601461;";-8.61119970264393
"41.1382285;";-8.6111916
"41.1382282955439;";-8.6112264583043
"41.1382279461086;";-8.61132240656674
"41.1382273333333;";-8.61132566666666
"41.1382273;";-8.6112393
"41.1382271666666;";-8.61137766666666
"41.1382268;";-8.6112562
"41.1382267903919;";-8.61127479002681
"41.1382267307294;";-8.6113634557895
"41.1382266;";-8.6112368
"41.1382247556793;";-8.6112494647902
"41.1382246874764;";-8.61133472331061
"41.138224126422;";-8.61123188911794
"41.1382237518967;";-8.61135189986587
"41.1382236666666;";-8.61128133333333
"41.1382235315257;";-8.6111718415109
"41.138223386347;";-8.61127189177996
"41.1382232830964;";-8.61124763167777
"41.1382232714123;";-8.61137564266131
"41.1382224899305;";-8.61122277460694
"41.1382220275399;";-8.61115697912459
"41.1382217333333;";-8.61124801666666
"41.1382217333333;";-8.61134815
"41.1382213774246;";-8.61135729104416
"41.1382210277902;";-8.61137467193584
"41.1382209953017;";-8.61124776807121
"41.1382206716028;";-8.61136221327689
"41.1382206;";-8.6113901
"41.1382203333333;";-8.61128133333333
"41.1382202446235;";-8.61126941486636
"41.1382201895623;";-8.61120222794562
"41.1382197;";-8.6113511
"41.1382196666666;";-8.61130016666666
"41.1382192204558;";-8.61133835996829
"41.1382192;";-8.6113114
"41.1382189589113;";-8.61128145584895
"41.1382188;";-8.6113078
"41.1382187;";-8.6112459
"41.1382185;";-8.611309
"41.1382184;";-8.6112086
"41.1382183934723;";-8.61132936847064
"41.1382181666666;";-8.6113425
"41.1382181;";-8.6112064
"41.1382179547233;";-8.6113290073777
"41.1382179333333;";-8.61131
"41.138217856935;";-8.61137287586565
"41.1382177;";-8.6113086
"41.1382171;";-8.6112782
"41.138217;";-8.6111087
"41.1382168333333;";-8.61135616666666
"41.1382168;";-8.6113924
"41.1382166666666;";-8.61132583333333
"41.1382165555533;";-8.61138890679676
"41.1382164425569;";-8.61140341691464
"41.1382163333333;";-8.61137083333333
"41.1382161741183;";-8.61132242358359
"41.1382160615559;";-8.61131820828524
"41.1382155713141;";-8.6114106969426
"41.1382152138943;";-8.61131414351408
"41.1382142594467;";-8.61124050804284
"41.1382140498993;";-8.61127068289426
"41.1382140148574;";-8.61124948761425
"41.138213882261;";-8.61134251580444
"41.1382136880101;";-8.61135436171695
"41.1382134212566;";-8.61138249748257
"41.1382133144074;";-8.61139024892514
"41.1382131666666;";-8.6113525
"41.1382125;";-8.6112961
"41.1382124999999;";-8.61135133333333
"41.1382118333333;";-8.61135183333333
"41.1382116666666;";-8.61134966666666
"41.1382116;";-8.6113473
"41.1382115759872;";-8.61121214399016
"41.1382111666666;";-8.61134766666666
"41.1382111162332;";-8.6114000156602
"41.1382104037714;";-8.61135969870594
"41.1382097725361;";-8.61126749724791
"41.1382090532977;";-8.61125535321351
"41.1382067031709;";-8.61141648976538
"41.1382064;";-8.611362
"41.1382058775435;";-8.61137872562614
"41.1382056007834;";-8.6113102673932
"41.1382051340371;";-8.61133570968198
"41.1382047;";-8.6112774
"41.138204620258;";-8.61123807729092
"41.1382044;";-8.6113698
"41.1382041666666;";-8.61136033333333
"41.1382041145493;";-8.61131437192881
"41.1382029569625;";-8.61135151457076
"41.1382026666666;";-8.61134433333333
"41.1382023006257;";-8.61270419147137
"41.1382016666666;";-8.61136566666666
"41.1382012982988;";-8.61130540061814
"41.138200359308;";-8.61126406918483
"41.1382001666666;";-8.61135816666666
"41.1381989377832;";-8.61136684377562
"41.1381985;";-8.6113716
"41.1381984176499;";-8.61135810614434
"41.1381978333333;";-8.61134016666666
"41.1381964;";-8.6113293
"41.1381958192599;";-8.61141401343849
"41.1381953716783;";-8.61120954339003
"41.1381948536114;";-8.61121381849829
"41.1381935;";-8.6112468
"41.1381929;";-8.6113896
"41.1381928375522;";-8.61127407914038
"41.1381916937439;";-8.61136274239019
"41.138188597727;";-8.61136536899635
"41.1381882;";-8.6113392
"41.1381878696775;";-8.61127516784002
"41.1381873333333;";-8.6113705
"41.1381866536766;";-8.61134909059049
"41.1381859;";-8.6113885
"41.1381857;";-8.6113703
"41.1381829;";-8.6113765
"41.1381826646368;";-8.61130663044648
"41.1381826;";-8.6112495
"41.1381825789467;";-8.61132552257683
"41.1381823;";-8.6113676
"41.1381817;";-8.6113873
"41.1381815003307;";-8.61126182069015
"41.1381809794598;";-8.61134192775827
"41.1381799239991;";-8.6112681999305
"41.1381794;";-8.6113467
"41.1381789;";-8.6113086
"41.1381788800572;";-8.61137974971059
"41.1381775;";-8.6113955
"41.1381773371632;";-8.61120983027723
"41.1381747724108;";-8.61135679342792
"41.1381732137873;";-8.61122151535658
"41.1381726;";-8.6114436
"41.1381699478382;";-8.61132430035832
"41.1381694;";-8.6112802
"41.1381690596081;";-8.61117994129749
"41.1381634498799;";-8.61135826796294
"41.138163042435;";-8.61136848799773
"41.13816161238;";-8.61132234817512
"41.1381605352216;";-8.61120760954596
"41.1381589810658;";-8.61121721618473
"41.1381548;";-8.6113146
"41.1381542;";-8.6113442
"41.1381484948278;";-8.61138656186044
"41.1381421331701;";-8.61124285497573
"41.1381236;";-8.6114381
"41.1380909;";-8.6117613
"41.1380609868191;";-8.61082794737607
"41.138030109034;";-8.61258119345513
"41.1380248473208;";-8.61251453780183
"41.1380214546549;";-8.61250844643621
"41.1380182;";-8.6113518
"41.138004;";-8.6125698
"41.1380036;";-8.612595
"41.1380013;";-8.6125275
"41.137998032201;";-8.61245347493684
"41.137997757499;";-8.61245193812314
"41.1379960785071;";-8.61245890148786
"41.1379955;";-8.61235133333333
"41.137995240317;";-8.61246049404946
"41.1379937;";-8.6124616
"41.1379880597776;";-8.61244493779476
"41.1379880092127;";-8.612483602003
"41.1379863;";-8.612544
"41.1379859;";-8.6125533
"41.1379858333333;";-8.61240716666666
"41.1379846148258;";-8.61258110761567
"41.1379843854816;";-8.61242694403229
"41.1379843438429;";-8.61241565086749
"41.1379836313811;";-8.6123699694952
"41.1379829495412;";-8.61243383241457
"41.1379827282511;";-8.61242269137098
"41.1379825714361;";-8.61243690328552
"41.1379822;";-8.6124048
"41.137982137904;";-8.6124039779549
"41.137982080729;";-8.61241850071457
"41.1379820388193;";-8.61258253455964
"41.1379813972916;";-8.61248009256043
"41.1379803607419;";-8.61252600359234
"41.1379798945181;";-8.61243109733533
"41.1379794379275;";-8.61241216328266
"41.1379784;";-8.6125531
"41.1379776;";-8.61240768333333
"41.1379768;";-8.6125456
"41.1379766666666;";-8.61246633333333
"41.1379766023505;";-8.61250650947354
"41.1379760650472;";-8.61241975203759
"41.1379751656587;";-8.61253911630121
"41.1379743333333;";-8.6124145
"41.1379743054616;";-8.61262666491327
"41.1379742027731;";-8.61244759694929
"41.137974117921;";-8.61241866835263
"41.1379740516958;";-8.61251168033024
"41.1379738068543;";-8.61248816515889
"41.1379731666666;";-8.612413
"41.1379728324662;";-8.6124861273228
"41.1379719960244;";-8.61245263396067
"41.1379711666666;";-8.61247216666666
"41.1379711423452;";-8.61255797558334
"41.1379709095105;";-8.61248657957348
"41.1379699666666;";-8.61246489999999
"41.1379699365087;";-8.6125064861693
"41.1379697174217;";-8.61246636138168
"41.1379695287665;";-8.61242816414706
"41.1379689017166;";-8.6124641852506
"41.1379688472094;";-8.61247698087926
"41.1379685;";-8.6125417
"41.1379684;";-8.6126265
"41.137967873403;";-8.61257155426648
"41.1379675428971;";-8.61249158927031
"41.1379673333333;";-8.61244633333333
"41.1379672748524;";-8.61243349285726
"41.1379669999999;";-8.61243883333333
"41.1379666666666;";-8.61240183333333
"41.1379664999999;";-8.6124135
"41.1379663;";-8.6124172
"41.1379658333333;";-8.612497
"41.1379658181659;";-8.61253342466119
"41.1379654264781;";-8.61239920517619
"41.1379650481989;";-8.61240899564342
"41.1379650455631;";-8.61259430010238
"41.1379649;";-8.6124299
"41.1379648;";-8.6124429
"41.1379645;";-8.6124348
"41.1379644;";-8.612424
"41.1379643333333;";-8.61247166666666
"41.1379643333333;";-8.61246033333333
"41.1379641666666;";-8.61247133333333
"41.1379640928421;";-8.61245547502096
"41.1379640047919;";-8.61237302759536
"41.1379636003434;";-8.61243223024968
"41.1379634500879;";-8.61244393025719
"41.1379633791975;";-8.61240911345944
"41.1379630687471;";-8.61252993623783
"41.1379628491326;";-8.61256068192521
"41.1379623876907;";-8.61243733744182
"41.137962173709;";-8.61257985235062
"41.137962130271;";-8.61248014885266
"41.1379618;";-8.612426
"41.1379616234316;";-8.61252992302576
"41.1379611643115;";-8.6125278557081
"41.1379611;";-8.6124533
"41.1379609;";-8.6124356
"41.1379606649664;";-8.61255001277533
"41.1379605;";-8.6124333
"41.1379603333333;";-8.61249366666666
"41.1379600846798;";-8.61254167157473
"41.137960078233;";-8.61239503138569
"41.1379599856909;";-8.61248141264883
"41.1379599722732;";-8.61248574302385
"41.1379599717338;";-8.6124593160879
"41.1379597;";-8.6125538
"41.1379590636405;";-8.61254967390587
"41.1379588571866;";-8.61252965858451
"41.137958695219;";-8.61236720346716
"41.1379586789453;";-8.61243180521214
"41.1379585333333;";-8.61243343333333
"41.1379581155363;";-8.61256544561461
"41.1379580714355;";-8.61255930469702
"41.1379579290923;";-8.61248244124205
"41.1379579039553;";-8.61244869209889
"41.1379579;";-8.6125697
"41.1379574873998;";-8.61248792280608
"41.1379574526702;";-8.61250316798524
"41.1379573;";-8.6124711
"41.1379567476118;";-8.61248263489728
"41.1379566984908;";-8.61242141641048
"41.1379565282215;";-8.61245200801482
"41.1379561;";-8.6125553
"41.1379560763321;";-8.61231951487521
"41.1379558676089;";-8.61253370495189
"41.1379556666666;";-8.6124405
"41.1379555374571;";-8.61244944740842
"41.1379552;";-8.6124608
"41.1379551709015;";-8.61247425651097
"41.1379551441281;";-8.61240796138763
"41.1379550094766;";-8.61245238716742
"41.1379548420558;";-8.61243713017992
"41.1379547166666;";-8.61240196666666
"41.1379547166666;";-8.6124258
"41.1379547166666;";-8.612566
"41.137954039791;";-8.61256676085507
"41.1379540230899;";-8.61243235466641
"41.1379539395869;";-8.61244622503942
"41.1379538984476;";-8.61244181294011
"41.1379538756247;";-8.61254959368017
"41.1379537;";-8.6125352
"41.1379536368463;";-8.61253228068857
"41.1379533820457;";-8.612509878487
"41.1379531631629;";-8.61275562086013
"41.137953;";-8.6124379
"41.137952995525;";-8.61257800833193
"41.1379525807305;";-8.61250625495126
"41.1379525415135;";-8.61242891663024
"41.1379521;";-8.6123942
"41.137952;";-8.61251933333333
"41.1379518333333;";-8.61248466666666
"41.1379518333333;";-8.61243266666666
"41.1379512;";-8.6125636
"41.137951;";-8.6124705
"41.1379508333333;";-8.61245766666666
"41.1379508333333;";-8.61255533333333
"41.1379503303891;";-8.61243814423684
"41.13795;";-8.612485
"41.1379499573627;";-8.61245671123247
"41.1379498942208;";-8.61255395226982
"41.1379496666666;";-8.61251266666666
"41.1379496;";-8.6125296
"41.1379494;";-8.612464
"41.1379493657538;";-8.6125106219802
"41.1379491;";-8.6125181
"41.1379487;";-8.6124484
"41.1379486817435;";-8.61252154339021
"41.1379486666666;";-8.61254416666666
"41.1379484814154;";-8.61244619412232
"41.1379482434642;";-8.61244057095985
"41.1379481820839;";-8.6125167573957
"41.1379481666666;";-8.61245866666666
"41.1379481152701;";-8.61244534169752
"41.1379479858578;";-8.61252799957803
"41.1379478;";-8.6125013
"41.137947714926;";-8.61246015877333
"41.1379473413567;";-8.61251163716059
"41.1379471;";-8.6125596
"41.1379470833333;";-8.61257839999999
"41.1379470833333;";-8.61246586666666
"41.1379470833333;";-8.61249923333333
"41.1379469609066;";-8.61250434441653
"41.137946918645;";-8.61257029698101
"41.1379469;";-8.612565
"41.1379468;";-8.6124962
"41.1379463578846;";-8.61254379847943
"41.1379462564304;";-8.61252248587463
"41.1379461446819;";-8.61252414190534
"41.1379460476921;";-8.61250324000042
"41.1379460142474;";-8.61240773403962
"41.1379459;";-8.6124969
"41.1379457853897;";-8.61255978719437
"41.1379456;";-8.6125653
"41.137945;";-8.6125556
"41.1379448272862;";-8.61254242868651
"41.1379445863159;";-8.61244496891075
"41.1379444459838;";-8.61249159091023
"41.1379442137112;";-8.61251057008099
"41.1379441666666;";-8.61250533333333
"41.137944;";-8.612521
"41.1379438685841;";-8.61254949726236
"41.1379438592504;";-8.61249578186181
"41.1379437016125;";-8.61251375415158
"41.1379436666666;";-8.61254916666666
"41.1379435556989;";-8.61264696996715
"41.1379435;";-8.6125398
"41.1379434726153;";-8.61243564439215
"41.1379434492012;";-8.61241311233836
"41.1379434;";-8.6126334
"41.1379432666666;";-8.61246013333333
"41.1379432018053;";-8.61241125755699
"41.1379428930887;";-8.61254050225249
"41.1379425;";-8.6125645
"41.1379425;";-8.6125645
"41.1379423333333;";-8.61256633333333
"41.1379419376443;";-8.61247044787908
"41.1379413333333;";-8.61247366666666
"41.1379408096912;";-8.61245511790463
"41.1379404;";-8.6124943
"41.1379403326366;";-8.61245821911057
"41.137940255032;";-8.61243409105447
"41.1379398778465;";-8.61241917126682
"41.1379396876566;";-8.61243782135124
"41.1379394587512;";-8.61255638302174
"41.1379394152346;";-8.61253660739238
"41.1379392297574;";-8.61239523949354
"41.1379387919483;";-8.61247082755553
"41.13793868946;";-8.61255132693983
"41.1379386738031;";-8.61248868229932
"41.1379386;";-8.6125244
"41.1379382;";-8.6125191
"41.1379380767435;";-8.61254249884352
"41.1379379;";-8.6125382
"41.1379378333333;";-8.61251133333333
"41.1379378333333;";-8.61259166666666
"41.1379377823706;";-8.61252201721874
"41.1379373333333;";-8.61256916666666
"41.1379373;";-8.612501
"41.1379371;";-8.6125017
"41.1379370320122;";-8.61248674910676
"41.1379368333333;";-8.6125505
"41.1379366666666;";-8.61251416666666
"41.1379363333333;";-8.612562
"41.1379362942235;";-8.61240334931472
"41.1379348579462;";-8.61244954007493
"41.1379343;";-8.6125491
"41.137934255338;";-8.6125544047033
"41.1379341666666;";-8.612557
"41.1379340105143;";-8.612461918973
"41.1379338333333;";-8.61255666666666
"41.1379337;";-8.6125006
"41.1379336333287;";-8.61257540994194
"41.1379336;";-8.6125488
"41.1379335605592;";-8.61247337509264
"41.1379333333333;";-8.61253816666666
"41.1379333;";-8.6125519
"41.1379330046858;";-8.61253358424511
"41.1379329208667;";-8.61241757870522
"41.1379329098473;";-8.612537656673
"41.1379328;";-8.6125773
"41.1379327284865;";-8.61256807673111
"41.1379325017718;";-8.61255940050688
"41.1379324602617;";-8.61258160661504
"41.1379322;";-8.6125212
"41.1379320720512;";-8.61251247371257
"41.1379318333333;";-8.612522
"41.1379318312195;";-8.61257985235062
"41.1379318166666;";-8.61254691666666
"41.1379317;";-8.6125983
"41.1379317;";-8.6125231
"41.1379316;";-8.6125402
"41.1379315;";-8.61255583333333
"41.1379311;";-8.6124503
"41.1379296182403;";-8.6125075571591
"41.1379291541893;";-8.61247453624196
"41.1379288628179;";-8.61255299746225
"41.1379285;";-8.61251833333333
"41.1379281967692;";-8.61256905421926
"41.1379280166666;";-8.61253548333333
"41.1379280166666;";-8.61257361666666
"41.1379273403221;";-8.61243248778104
"41.1379272526343;";-8.61246553359455
"41.1379271647383;";-8.61252354162357
"41.1379263829823;";-8.61259745434728
"41.1379253613679;";-8.61249672280705
"41.137925;";-8.6125618
"41.1379242;";-8.6125288
"41.1379242;";-8.61251545
"41.1379240779591;";-8.61255328171757
"41.1379238928427;";-8.61251469165406
"41.1379236;";-8.612554
"41.1379232816781;";-8.61244113185313
"41.1379225;";-8.6125222
"41.1379225;";-8.6125679
"41.137922369235;";-8.61255549109074
"41.1379217310262;";-8.61253299751189
"41.1379211057906;";-8.61253391228711
"41.1379209567351;";-8.61251352926624
"41.1379203833333;";-8.6125307
"41.1379199607027;";-8.61251062544107
"41.1379191745457;";-8.61257817596999
"41.1379182106267;";-8.6125309020361
"41.1379182106267;";-8.6125309020361
"41.1379182106267;";-8.6125309020361
"41.1379182106267;";-8.6125309020361
"41.1379167;";-8.612524
"41.137916534246;";-8.61257691868451
"41.1379152852563;";-8.61253634514763
"41.1379135632267;";-8.61255441305703
"41.1379130831614;";-8.61237248182327
"41.1379121756566;";-8.61251564697233
"41.1379119;";-8.612485
"41.1379118;";-8.6123574
"41.1379108;";-8.6125718
"41.1379106;";-8.6124132
"41.1379094;";-8.6125812
"41.1379092386686;";-8.61256304809573
"41.1379089333333;";-8.61253548333333
"41.1379078;";-8.6125192
"41.1379071053532;";-8.61243528582036
"41.1379070626954;";-8.61249326729086
"41.1379062325671;";-8.61255429616355
"41.1379055081375;";-8.61253805052253
"41.1379051166666;";-8.61252308333333
"41.1379013729552;";-8.61256363787532
"41.1379007790662;";-8.61264030509632
"41.1378991814299;";-8.61253902205182
"41.1378988;";-8.6125694
"41.1378979683305;";-8.61246577464846
"41.1378962500405;";-8.61250994727817
"41.1378960824023;";-8.61260063947049
"41.1378954;";-8.612536
"41.1378913966835;";-8.61218444687895
"41.1378904246176;";-8.61251849681941
"41.1378902754872;";-8.61249859057531
"41.1378886037958;";-8.61257157039264
"41.1378865846118;";-8.61259661092078
"41.137876804025;";-8.61259913072792
"41.1378697534568;";-8.6126281256613
"41.1378671;";-8.61253
"41.1378632852289;";-8.61245061885403
"41.1378586;";-8.6124302
"41.1378250038634;";-8.61232914962676
"41.1378005;";-8.6126517
"41.1377780232961;";-8.60867883079555
"41.1377658963037;";-8.6086287460913
"41.1377613333333;";-8.6088755
"41.1377579;";-8.6089075
"41.1377255174853;";-8.60874982433213
"41.1377168333333;";-8.60835816666666
"41.137715;";-8.612661
"41.1377015;";-8.6124805
"41.1376907444059;";-8.60872130616819
"41.1376894;";-8.608855
"41.1376867262329;";-8.60889857215097
"41.1376836;";-8.608901
"41.1376776296868;";-8.60874499170472
"41.1376712;";-8.6088055
"41.1376701;";-8.6088226
"41.1376643393061;";-8.60876904550552
"41.1376637779561;";-8.60887052492109
"41.1376623333333;";-8.60886166666666
"41.1376598434535;";-8.60879384641997
"41.1376549938956;";-8.60885625932666
"41.1376489;";-8.6088239
"41.1376473;";-8.6089176
"41.1376466299621;";-8.60884294602109
"41.1376457166666;";-8.60884095
"41.1376426;";-8.608885
"41.1376422386158;";-8.60888659049364
"41.1376416598624;";-8.60880216124459
"41.1376415978702;";-8.60874395528269
"41.1376396428487;";-8.60880416797113
"41.1376384;";-8.6087372
"41.1376367501619;";-8.60877978459666
"41.1376367;";-8.608791
"41.1376340734636;";-8.60880206985799
"41.1376332;";-8.6088579
"41.1376301406562;";-8.6088856867656
"41.1376299356435;";-8.60881536915542
"41.1376297;";-8.6088398
"41.1376280364216;";-8.60884797688548
"41.1376270989821;";-8.60891620528319
"41.1376260933876;";-8.60885963485336
"41.1376248042595;";-8.60884598839148
"41.1376243;";-8.6088441
"41.1376234485675;";-8.60888640213245
"41.137623208819;";-8.60888321194231
"41.1376215127125;";-8.60883706985021
"41.1376213446675;";-8.60883214730753
"41.1376211666666;";-8.60884966666666
"41.1376209640119;";-8.60884578849499
"41.1376202;";-8.6087631
"41.1376199433163;";-8.6088721564778
"41.1376191666666;";-8.608823
"41.137619;";-8.608874
"41.1376184;";-8.6088338
"41.1376171;";-8.6088442
"41.1376162055681;";-8.60881182580953
"41.137616;";-8.6088575
"41.1376145798388;";-8.60880587197322
"41.1376139544185;";-8.60877848995648
"41.1376136;";-8.6088149
"41.1376133488064;";-8.60881765270232
"41.1376132;";-8.6088153
"41.1376125607566;";-8.6093599670902
"41.1376117;";-8.608837
"41.1376113833333;";-8.60883713333333
"41.1376113;";-8.6122507
"41.1376097;";-8.6088538
"41.1376096;";-8.6088319
"41.1376094;";-8.6088446
"41.137609337495;";-8.60881721601692
"41.1376093333333;";-8.6088425
"41.1376090022187;";-8.60888670199421
"41.1376075666666;";-8.60884666666666
"41.1376074439219;";-8.60880985458259
"41.137607242019;";-8.60887002200689
"41.137607;";-8.608843
"41.1376067;";-8.6088623
"41.1376056494576;";-8.60885275528636
"41.1376054674005;";-8.60880306038346
"41.1376044005305;";-8.60880262439896
"41.13760392339;";-8.60883475024547
"41.1376038892579;";-8.60884169117418
"41.1376028;";-8.6088483
"41.1376026068572;";-8.6087764974941
"41.1376024;";-8.6088447
"41.137602;";-8.6088482
"41.1376011666666;";-8.60888233333333
"41.1376006994471;";-8.60883392633034
"41.1376006690076;";-8.60881905825431
"41.1375998333333;";-8.60884233333333
"41.1375996666666;";-8.60883799999999
"41.1375993810943;";-8.60884352084448
"41.1375993333333;";-8.60883783333333
"41.1375990277539;";-8.60876382329371
"41.1375989785695;";-8.6088519040034
"41.1375976882794;";-8.6088090041715
"41.1375970999164;";-8.60886801035013
"41.1375968319697;";-8.60880613587898
"41.1375964;";-8.6088583
"41.1375962198165;";-8.60879827291574
"41.1375956666666;";-8.61300783333333
"41.1375946935092;";-8.60888244180063
"41.1375938;";-8.6088566
"41.1375933066896;";-8.60887666826102
"41.1375929;";-8.6088655
"41.1375926375577;";-8.60882112256939
"41.1375923;";-8.6088253
"41.1375921666666;";-8.60884616666666
"41.1375921;";-8.6088482
"41.1375915898664;";-8.60883521293805
"41.1375910887808;";-8.60882839060511
"41.1375906877602;";-8.60884428956416
"41.1375903635088;";-8.60883142439188
"41.1375901010272;";-8.60885694623795
"41.1375899435278;";-8.60882951237629
"41.13758974811;";-8.60888129638432
"41.1375892;";-8.6088528
"41.1375884999999;";-8.60882473333333
"41.1375883713682;";-8.60872340990731
"41.1375883536903;";-8.60881280728889
"41.1375881666666;";-8.60886199999999
"41.1375872;";-8.6088572
"41.1375864;";-8.6087986
"41.1375856;";-8.6088721
"41.137585;";-8.6088492
"41.1375849880663;";-8.60880380497184
"41.1375846666666;";-8.60884966666666
"41.1375843582252;";-8.60889507575563
"41.1375841;";-8.6088435
"41.1375840860703;";-8.60883779511587
"41.1375836666666;";-8.60883033333333
"41.1375835488391;";-8.60876912821118
"41.1375833;";-8.6088223
"41.1375825810936;";-8.60882372283566
"41.137582;";-8.6088638
"41.137581996727;";-8.60884003537304
"41.1375819;";-8.608838
"41.1375803066764;";-8.60878843146818
"41.1375803;";-8.6088226
"41.1375792;";-8.6088731
"41.1375790741404;";-8.60878419039816
"41.137578984052;";-8.60884715599335
"41.1375788;";-8.6088233
"41.1375782;";-8.6088329
"41.1375772;";-8.6087969
"41.1375766438683;";-8.60873780064332
"41.1375757746605;";-8.60882324689383
"41.1375754724263;";-8.60908102289591
"41.137575;";-8.6087854
"41.1375745668014;";-8.6088054923578
"41.1375743963044;";-8.6087709083361
"41.1375741105293;";-8.60885611012011
"41.1375731666666;";-8.60884816666666
"41.1375718966179;";-8.60878628844324
"41.1375715;";-8.612405
"41.1375707;";-8.6087852
"41.1375701666666;";-8.60884133333333
"41.1375699;";-8.6087922
"41.1375691055765;";-8.6088530261048
"41.1375668250196;";-8.60883319833694
"41.1375660235298;";-8.60881378129201
"41.1375659380391;";-8.60882125382154
"41.1375657760645;";-8.60876254677033
"41.1375650322204;";-8.60890296440219
"41.1375647;";-8.6088412
"41.1375647;";-8.6088125
"41.1375642278018;";-8.60881282875785
"41.1375630274798;";-8.60891327262726
"41.1375626;";-8.6088554
"41.1375625350557;";-8.60885005855913
"41.1375615;";-8.6088442
"41.1375614385089;";-8.60883091664764
"41.1375584639415;";-8.60879651966693
"41.137558;";-8.60884666666666
"41.1375579833333;";-8.60886383333333
"41.1375579132048;";-8.60878509670804
"41.1375573242257;";-8.60883454218488
"41.1375571793023;";-8.60886104632975
"41.1375568705;";-8.60883934656838
"41.1375566;";-8.6088419
"41.1375562512151;";-8.60884290300352
"41.1375543;";-8.6088352
"41.137554;";-8.6088672
"41.1375539855744;";-8.60886455651323
"41.1375539821502;";-8.60882101699626
"41.1375535;";-8.6088151
"41.1375532208241;";-8.60881441654731
"41.1375528333333;";-8.608827
"41.1375519;";-8.6088666
"41.137551876112;";-8.60876665238963
"41.1375508766688;";-8.60884013170989
"41.1375507674207;";-8.60880003883572
"41.1375494;";-8.6087938
"41.1375493607274;";-8.60879694203046
"41.1375484409891;";-8.60882140958586
"41.1375480236425;";-8.60876809192573
"41.1375479761188;";-8.60877378441865
"41.1375474384353;";-8.60881789034512
"41.1375471150051;";-8.6088829240275
"41.1375471;";-8.6087858
"41.1375469848215;";-8.60887038418119
"41.1375465333333;";-8.60883236666666
"41.1375464569305;";-8.60874688478821
"41.137546133883;";-8.60879878116507
"41.1375460771885;";-8.60884867214798
"41.137546;";-8.6088509
"41.1375458;";-8.6089068
"41.1375449318152;";-8.60882750208171
"41.1375447009224;";-8.60878613482525
"41.1375446620415;";-8.60879083668744
"41.137544;";-8.6088049
"41.1375437;";-8.6088007
"41.1375432042788;";-8.60889307224062
"41.1375427166666;";-8.60884953333333
"41.1375423728028;";-8.60887209739383
"41.1375421;";-8.6087942
"41.1375404;";-8.6088286
"41.1375402516124;";-8.60880658104659
"41.1375402;";-8.608874
"41.1375389;";-8.6126883
"41.1375388262692;";-8.60877639203415
"41.1375382;";-8.6087873
"41.1375378160053;";-8.60886517148244
"41.1375367794681;";-8.60872081290388
"41.1375365518679;";-8.6089015217307
"41.1375364;";-8.6088655
"41.1375354453088;";-8.60888896853379
"41.1375349809378;";-8.60891500300157
"41.1375337;";-8.608813
"41.137533;";-8.608811
"41.1375323497143;";-8.60885912553277
"41.1375307;";-8.6088102
"41.1375301;";-8.6088056
