"latitude;";longitude
"41.1375298269102;";-8.60872125000311
"41.1375297094149;";-8.60881470144596
"41.1375282753397;";-8.60880411741017
"41.1375281188278;";-8.60887239467128
"41.1375262159512;";-8.60882468960998
"41.1375259137677;";-8.60875134892548
"41.1375251412774;";-8.60875946470406
"41.13752365;";-8.60883616666666
"41.1375216559141;";-8.60876703402656
"41.1375186;";-8.6088071
"41.1375179601551;";-8.60880612921421
"41.1375174412132;";-8.60877635449741
"41.1375174;";-8.6088158
"41.1375173333333;";-8.60883316666666
"41.1375168333333;";-8.6088285
"41.1375164434786;";-8.60877511520141
"41.1375160166666;";-8.6088295
"41.1375135742511;";-8.60883758404162
"41.137513;";-8.6087998
"41.1375106621123;";-8.60871806714884
"41.1375096666666;";-8.60879933333333
"41.1375083;";-8.608817
"41.1375080599745;";-8.60870286763661
"41.1375073297334;";-8.60886348412242
"41.1375073;";-8.6088248
"41.1375067414242;";-8.60881601410225
"41.1375064496334;";-8.6088198144069
"41.1375058;";-8.6088396
"41.1375048928149;";-8.60880102790632
"41.137504706017;";-8.60882274585758
"41.1375037;";-8.6088258
"41.1375024;";-8.6087804
"41.137501755234;";-8.60884271749964
"41.137501699659;";-8.60870363008003
"41.1375008333333;";-8.60882216666666
"41.1375001666666;";-8.60884116666666
"41.1374999960029;";-8.60876077915517
"41.1374998333333;";-8.60881183333333
"41.1374996;";-8.6088149
"41.1374952983444;";-8.60877430960326
"41.1374931470882;";-8.608831558567
"41.1374922423077;";-8.6088108457705
"41.1374922;";-8.6088041
"41.137492;";-8.6087428
"41.1374901457646;";-8.60880128343685
"41.1374883205774;";-8.60891641292664
"41.137487632026;";-8.60919632308386
"41.1374871;";-8.608796
"41.1374840079658;";-8.60881376670391
"41.137483355426;";-8.60870389097858
"41.1374783;";-8.6088527
"41.1374750961794;";-8.60880492018316
"41.1374714132781;";-8.60878184438553
"41.1374679;";-8.6088551
"41.1374667;";-8.6088271
"41.1374662;";-8.6088063
"41.1374597659407;";-8.60884421512214
"41.1374576;";-8.6088544
"41.137448096356;";-8.61864365995187
"41.1374423280743;";-8.6089162901124
"41.1374351470356;";-8.60877356702339
"41.137428749391;";-8.60893942416516
"41.1374091;";-8.6087954
"41.1374067468951;";-8.60887731426265
"41.1373524918763;";-8.61701718145343
"41.1373122;";-8.6180244
"41.1372885;";-8.6179518
"41.1372861;";-8.6178114
"41.1372804;";-8.6180887
"41.1372753;";-8.617858
"41.1372475;";-8.6181451
"41.1371967;";-8.6178949
"41.1371966;";-8.6179604
"41.1371949;";-8.6178291
"41.1371794;";-8.6181303
"41.1371691;";-8.6180729
"41.1371159;";-8.6174189
"41.1370987;";-8.6170845
"41.1370951;";-8.6179292
"41.1370541;";-8.6175253
"41.1370526666666;";-8.61042883333333
"41.1370496;";-8.6177976
"41.1370463;";-8.6179491
"41.137043;";-8.6178831
"41.1370153958361;";-8.61754805781749
"41.1370049;";-8.6176285
"41.1369962;";-8.617699
"41.1369940446;";-8.60892626202444
"41.1369864;";-8.6170425
"41.1369709;";-8.6179888
"41.1369696;";-8.6086779
"41.1369694924036;";-8.61780984113476
"41.1369635;";-8.6174
"41.1369409;";-8.6179819
"41.1369248;";-8.6178353
"41.1369224220922;";-8.61765099332962
"41.1369221;";-8.6174005
"41.1368945;";-8.6177087
"41.1368941;";-8.6185326
"41.1368934;";-8.6184767
"41.1368875;";-8.6176103
"41.1368534;";-8.617637
"41.1368469;";-8.6176702
"41.1368412;";-8.6175999
"41.1368410029243;";-8.61753413358697
"41.1368406316592;";-8.61762650556671
"41.1368365499893;";-8.61757654108531
"41.1368358;";-8.6176087
"41.1368322373849;";-8.61756175102992
"41.136831129193;";-8.61765615819075
"41.1368301;";-8.6175961
"41.1368299518589;";-8.61756158076079
"41.1368291243014;";-8.61801794568289
"41.1368288545214;";-8.61762202489438
"41.1368279;";-8.6176196
"41.1368277406969;";-8.61760376358763
"41.1368263839197;";-8.61762349494604
"41.1368261666666;";-8.61759033333333
"41.1368243;";-8.6176114
"41.1368236178915;";-8.61756691709963
"41.1368236;";-8.6176009
"41.1368232;";-8.6175807
"41.1368217290099;";-8.61760584381454
"41.1368216;";-8.6176058
"41.1368178333333;";-8.61760533333333
"41.1368174;";-8.617634
"41.1368173;";-8.6176318
"41.1368168;";-8.6175534
"41.1368148;";-8.617586
"41.136814;";-8.6176012
"41.1368126519253;";-8.6175348808766
"41.1368125;";-8.617578
"41.1368121742256;";-8.61763611674679
"41.1368118;";-8.6176034
"41.1368102999999;";-8.6175766
"41.1368074910068;";-8.61771211818717
"41.1368071;";-8.6176268
"41.1368067899247;";-8.61757292180131
"41.1368058;";-8.6175825
"41.136805;";-8.6175642
"41.1368049;";-8.6176585
"41.1368037617049;";-8.61757844557322
"41.1368032;";-8.6176008
"41.1368031009027;";-8.61761488800237
"41.1368021843249;";-8.6176582752847
"41.1368019;";-8.6175784
"41.1368019;";-8.6176159
"41.1368015;";-8.6175644
"41.136801227202;";-8.61757073658295
"41.1368002882746;";-8.61760361305732
"41.1368002346663;";-8.61759896847417
"41.1367995;";-8.6176518
"41.1367995;";-8.6176156
"41.1367994;";-8.6176369
"41.1367991496439;";-8.61758835279652
"41.1367981475875;";-8.61753854322581
"41.1367980949963;";-8.6175668332806
"41.1367976674298;";-8.61753211387053
"41.1367971666666;";-8.61761233333333
"41.1367962916144;";-8.61757077993304
"41.1367961;";-8.6175687
"41.1367960019167;";-8.61758538283268
"41.1367951715414;";-8.61757515742895
"41.1367951;";-8.6175908
"41.1367944074694;";-8.61759975303168
"41.1367943;";-8.6175977
"41.1367939999999;";-8.61759033333333
"41.1367936732832;";-8.61760230381501
"41.1367935;";-8.6175748
"41.1367933678515;";-8.61761779803224
"41.1367933567684;";-8.61760897514179
"41.1367931666666;";-8.61759083333333
"41.1367930627495;";-8.6176664408585
"41.1367927;";-8.6176431
"41.136792292994;";-8.61759081841426
"41.1367917797987;";-8.61757981729574
"41.1367916666666;";-8.61762316666666
"41.1367913946061;";-8.61758674581138
"41.136791;";-8.6175795
"41.136790728811;";-8.61760541412653
"41.1367905;";-8.6175891
"41.1367903333333;";-8.61761166666666
"41.13679;";-8.6175967
"41.1367899754795;";-8.61761232994922
"41.1367899323392;";-8.61757184346254
"41.1367895377201;";-8.61755833188408
"41.1367894847588;";-8.61761222770364
"41.1367894197267;";-8.61772701145021
"41.1367892;";-8.6175931
"41.1367889870577;";-8.61757464946354
"41.1367888;";-8.6175131
"41.1367887624766;";-8.61763307294743
"41.1367875;";-8.6176042
"41.1367874166666;";-8.61760901666666
"41.1367874;";-8.6175371
"41.136787;";-8.617564
"41.1367869;";-8.6175639
"41.1367865272619;";-8.61764570066088
"41.1367859;";-8.6176147
"41.1367857;";-8.6175998
"41.1367855;";-8.6175853
"41.1367853185444;";-8.61758611464652
"41.136785;";-8.617607
"41.136785;";-8.6175641
"41.1367848;";-8.6176286
"41.1367848;";-8.6176
"41.1367846227615;";-8.61760746426231
"41.136784619588;";-8.61757706093552
"41.1367839295802;";-8.61757253297475
"41.1367836489233;";-8.61757572229467
"41.1367836;";-8.6175961
"41.1367834399716;";-8.61762612501221
"41.1367831332994;";-8.61758208834437
"41.1367830433374;";-8.61760495774667
"41.1367828;";-8.617623
"41.1367825612751;";-8.61756189073166
"41.136782372479;";-8.61760699487793
"41.1367821;";-8.6176319
"41.1367814;";-8.6175646
"41.1367813013809;";-8.61758550486582
"41.1367811666666;";-8.6176045
"41.1367811205609;";-8.61756284658147
"41.13678033372;";-8.61766402040921
"41.1367803;";-8.617634
"41.1367802825855;";-8.61762163084693
"41.1367802687516;";-8.61756707698505
"41.1367802;";-8.6176188
"41.1367802;";-8.6176257
"41.1367800011467;";-8.61762306422805
"41.1367793;";-8.6176167
"41.1367793;";-8.6176167
"41.136779153556;";-8.61760915866511
"41.1367786;";-8.6176433
"41.1367785739956;";-8.61761039002458
"41.1367781313807;";-8.61759805739943
"41.1367781;";-8.617595
"41.1367776656808;";-8.61758481133397
"41.1367775;";-8.6175649
"41.1367766;";-8.617608
"41.1367765115959;";-8.61759977416006
"41.1367764;";-8.6175809
"41.1367762;";-8.6176295
"41.136776;";-8.6175688
"41.1367759666666;";-8.61760711666666
"41.1367759184981;";-8.61757122022649
"41.1367757575833;";-8.6176240028498
"41.1367750074409;";-8.61755534100559
"41.1367748333333;";-8.6176205
"41.1367747224773;";-8.61759807227688
"41.1367743;";-8.6176176
"41.1367739043097;";-8.61759208339635
"41.1367738745531;";-8.61760160002018
"41.1367737430215;";-8.61759969678
"41.1367736666666;";-8.61759683333333
"41.136773317044;";-8.61761564416514
"41.1367727;";-8.6175805
"41.1367726;";-8.6176235
"41.1367725;";-8.61760166666666
"41.1367720840484;";-8.61758556667566
"41.1367718;";-8.6175766
"41.1367716592075;";-8.61752024868318
"41.1367715432559;";-8.61762065894912
"41.1367715;";-8.617635
"41.1367713333333;";-8.61757333333333
"41.1367712623657;";-8.61761554685145
"41.1367712309969;";-8.61759172753302
"41.1367711814616;";-8.61760336873604
"41.1367708769879;";-8.61758670487837
"41.1367706306023;";-8.61758956591844
"41.1367705711346;";-8.61762196450496
"41.1367705;";-8.61760166666666
"41.1367704188016;";-8.6175941594683
"41.1367704;";-8.6175949
"41.1367703;";-8.6176455
"41.1367696443955;";-8.61761252734779
"41.1367696201146;";-8.61746930426694
"41.1367688472356;";-8.61759529120754
"41.1367687805337;";-8.61762058802976
"41.1367686666666;";-8.61760266666666
"41.1367685643117;";-8.61758661224051
"41.1367685;";-8.61760266666666
"41.1367684633122;";-8.61755003771401
"41.136768359703;";-8.61752694643372
"41.136768;";-8.6175989
"41.1367678333333;";-8.617601
"41.1367677183364;";-8.6176192776616
"41.1367668;";-8.6175933
"41.136766160084;";-8.61756540627742
"41.1367661240984;";-8.61757690880182
"41.1367648;";-8.6175952
"41.1367646873409;";-8.61762130993011
"41.1367646;";-8.6175953
"41.1367643333333;";-8.61758333333333
"41.1367642149385;";-8.6175819254125
"41.1367638;";-8.6175984
"41.1367635309045;";-8.61759226951541
"41.1367630312377;";-8.61758935417882
"41.136763;";-8.6176225
"41.1367628333333;";-8.61760816666666
"41.1367623333333;";-8.61762133333333
"41.1367622286297;";-8.61760917463788
"41.1367621;";-8.6176177
"41.1367617431858;";-8.6175327961
"41.1367615498985;";-8.61759055406657
"41.1367613333333;";-8.61761183333333
"41.1367609999999;";-8.61757633333333
"41.136760980073;";-8.61764012976029
"41.1367609385999;";-8.61760931190808
"41.1367608;";-8.6176083
"41.1367607356384;";-8.61749211596355
"41.1367607166666;";-8.61759281666666
"41.1367601666666;";-8.61761316666666
"41.13676;";-8.6175701
"41.1367599;";-8.6175776
"41.1367598004212;";-8.61764072272521
"41.1367595;";-8.6176139
"41.1367594638247;";-8.61761060191775
"41.1367593333333;";-8.61760883333333
"41.1367592728111;";-8.61762141295715
"41.136758985473;";-8.61762181859703
"41.1367577651933;";-8.61757577155827
"41.1367575;";-8.6176152
"41.1367564705291;";-8.61759079266971
"41.1367564;";-8.6176363
"41.1367561368439;";-8.61756754510877
"41.1367559;";-8.6175873
"41.1367556550072;";-8.61764487718478
"41.1367550785557;";-8.61763287964251
"41.1367550754437;";-8.61765390481601
"41.1367541666666;";-8.61761166666666
"41.1367539269572;";-8.61762832424341
"41.1367522959458;";-8.61758144254928
"41.1367515;";-8.6177007
"41.136751059643;";-8.61760098549469
"41.1367510306102;";-8.617599606522
"41.136751;";-8.61761166666666
"41.1367506876354;";-8.61760345420718
"41.1367500604213;";-8.61760774473174
"41.1367495;";-8.617562
"41.1367493;";-8.6175619
"41.136749094431;";-8.61755937301073
"41.1367488333333;";-8.61763083333333
"41.1367486;";-8.6175942
"41.1367479170794;";-8.61762204459453
"41.1367473333333;";-8.61758516666666
"41.1367469653872;";-8.61760455184487
"41.1367467703815;";-8.61762469901064
"41.1367458333333;";-8.61759983333333
"41.1367458;";-8.6176111
"41.1367455;";-8.61762533333333
"41.1367449764977;";-8.61755003534308
"41.1367441732889;";-8.61759507801167
"41.1367440392511;";-8.61761805414285
"41.136744;";-8.6176271
"41.1367438333333;";-8.61760116666666
"41.1367429180838;";-8.61766531657783
"41.1367428167589;";-8.61754499698008
"41.1367425773342;";-8.61760357059868
"41.1367420648306;";-8.61759886361643
"41.1367413747745;";-8.61760122494485
"41.1367411285308;";-8.61754485454861
"41.1367408885072;";-8.61750757322518
"41.1367406666666;";-8.617623
"41.1367402;";-8.6176005
"41.1367401005753;";-8.61760243999345
"41.1367398578003;";-8.61756946336995
"41.1367393333333;";-8.6176
"41.1367381212016;";-8.60867501341865
"41.1367380720529;";-8.61760691730242
"41.1367376666666;";-8.61762483333333
"41.1367355;";-8.61761216666666
"41.1367349738335;";-8.61757757999041
"41.1367334494119;";-8.61762379515587
"41.1367327161518;";-8.617538837724
"41.1367301666666;";-8.617657
"41.1367298;";-8.6175411
"41.1367294912088;";-8.61761116758824
"41.1367293335129;";-8.61759714304267
"41.136729;";-8.6175888
"41.1367288512184;";-8.61762298340061
"41.1367284250075;";-8.61763061634027
"41.1367280875097;";-8.61758329799704
"41.1367278333333;";-8.61763066666666
"41.1367278;";-8.6176152
"41.1367276;";-8.6176053
"41.1367266973851;";-8.61756755840752
"41.1367260291445;";-8.61762462997602
"41.1367244;";-8.617631
"41.1367233333333;";-8.617618
"41.1367226;";-8.6176372
"41.1367225;";-8.61761999999999
"41.136722;";-8.6176072
"41.1367213333333;";-8.61761866666666
"41.136721259274;";-8.61759817381818
"41.136721;";-8.6176552
"41.136719920778;";-8.61757203776312
"41.1367196;";-8.6177045
"41.1367181316403;";-8.61760891043452
"41.1367170419927;";-8.61768979580012
"41.1367123;";-8.617583
"41.1367110276196;";-8.61760949533512
"41.1367046;";-8.6175825
"41.1367024690489;";-8.61761740081322
"41.1367021788047;";-8.61769072729145
"41.1367018288384;";-8.61755417660681
"41.1366975959773;";-8.61757789739278
"41.1366916;";-8.6176014
"41.1366408;";-8.6179266
"41.1365927;";-8.6178779
"41.1365808333333;";-8.61874083333333
"41.1364133662396;";-8.61519047073242
"41.1363535;";-8.6151537
"41.1363422;";-8.6151385
"41.1362028541426;";-8.62578830682544
"41.1361982;";-8.6257485
"41.1361935921396;";-8.62575947307853
"41.1361686459387;";-8.6257274338195
"41.1361581785987;";-8.62579568290023
"41.1361575163185;";-8.62580622144307
"41.1361564;";-8.6256269
"41.1361405346925;";-8.62576911226718
"41.1361281666666;";-8.62578983333333
"41.1361238333333;";-8.62577766666666
"41.1361235194291;";-8.62570750527887
"41.136121465863;";-8.62576911226718
"41.1361192;";-8.6257436
"41.1361098333333;";-8.62579783333333
"41.1361093333333;";-8.62576566666666
"41.1361075938133;";-8.62573449500708
"41.1360999590477;";-8.62579583946071
"41.1360946;";-8.6257732
"41.1360885875141;";-8.62574382757906
"41.1360844;";-8.6257972
"41.1360739521648;";-8.62565926698171
"41.1356752365704;";-8.61387307052584
"41.1356699067662;";-8.61388459979458
"41.1356393461882;";-8.66389242330877
"41.1356369;";-8.6638984
"41.1356354;";-8.6639198
"41.1356291487805;";-8.66396301836665
"41.1356274008959;";-8.6638904604721
"41.1356239311537;";-8.66398028498638
"41.1356201166666;";-8.66422558333333
"41.1356182341118;";-8.66387927227231
"41.1356177036773;";-8.6638904539986
"41.1356172340992;";-8.66389375950255
"41.1356157671721;";-8.66397008976026
"41.1356139409343;";-8.66385820239747
"41.1356125;";-8.663896
"41.1356112870676;";-8.66387568487732
"41.1356081022908;";-8.66392374283071
"41.1356071;";-8.6638801
"41.1356066912797;";-8.66397910752209
"41.1356065669447;";-8.66395183575753
"41.1356055;";-8.6638822
"41.1356043;";-8.6638388
"41.1356028513146;";-8.66389009400961
"41.1356007592582;";-8.66397378769803
"41.1356004992174;";-8.66394688150211
"41.1356003;";-8.6639816
"41.1355988857994;";-8.66395006415997
"41.1355976807336;";-8.66392294877084
"41.1355931457149;";-8.66396872426387
"41.1355927354107;";-8.66392605007501
"41.1355924;";-8.6639457
"41.1355923;";-8.6639632
"41.1355919;";-8.6638113
"41.1355913;";-8.6639478
"41.1355910788726;";-8.66397895191454
"41.1355907358512;";-8.6639377080263
"41.1355904443115;";-8.66389234717287
"41.1355902;";-8.6639695
"41.135589559123;";-8.66391882307315
"41.135589424559;";-8.66388539784463
"41.135589;";-8.6639541
"41.1355888;";-8.6639177
"41.1355885;";-8.6640158
"41.1355883495329;";-8.66391521683013
"41.1355877900879;";-8.66389713250907
"41.135587;";-8.6638256
"41.1355869819385;";-8.66393149204547
"41.135586909988;";-8.66393736564429
"41.1355863;";-8.6639842
"41.1355856;";-8.6639636
"41.1355855379873;";-8.66398633027487
"41.1355847;";-8.6638747
"41.1355844261343;";-8.66393457167285
"41.1355842;";-8.6639663
"41.1355840258547;";-8.66389927618346
"41.135584;";-8.6640606
"41.1355836784545;";-8.66397773061307
"41.1355836410458;";-8.66385648027869
"41.1355824376654;";-8.66395229492436
"41.1355823534692;";-8.66393194543223
"41.1355823516715;";-8.66392535872709
"41.1355818808463;";-8.66395035759421
"41.1355813333333;";-8.66396533333333
"41.1355812;";-8.6638479
"41.1355812;";-8.6639387
"41.135581;";-8.6639574
"41.135580875018;";-8.66375983693512
"41.1355808287103;";-8.66388022844358
"41.1355806602365;";-8.66397904633546
"41.1355804783556;";-8.66388334959523
"41.135579493936;";-8.66391150090637
"41.1355793333333;";-8.66388516666666
"41.1355781666666;";-8.66397333333333
"41.1355778323534;";-8.66397006592837
"41.1355775;";-8.6639453
"41.1355766030908;";-8.66396661522307
"41.1355764;";-8.6640538
"41.1355758333333;";-8.66389466666666
"41.1355755279496;";-8.66394922906012
"41.1355746666666;";-8.663898
"41.1355745;";-8.663863
"41.1355744890678;";-8.66387092496864
"41.13557447273;";-8.66395675601749
"41.1355743333333;";-8.66389883333333
"41.1355737096376;";-8.66394780600057
"41.1355737;";-8.6639191
"41.1355736666666;";-8.66389466666666
"41.1355735;";-8.6639932
"41.1355734989432;";-8.66395505145998
"41.1355732;";-8.6638639
"41.1355729;";-8.6639516
"41.1355724587471;";-8.6639686609851
"41.1355723;";-8.6638956
"41.1355717;";-8.6638714
"41.1355716;";-8.663931
"41.1355714;";-8.6638647
"41.1355712516192;";-8.66393614752424
"41.1355707;";-8.6639388
"41.1355705333333;";-8.66388606666666
"41.1355705333333;";-8.66387366666666
"41.1355704999999;";-8.66393083333333
"41.1355698404724;";-8.6638932988615
"41.1355692812443;";-8.66391593300865
"41.135569;";-8.6638785
"41.1355681764345;";-8.66398790852042
"41.1355681666666;";-8.66396866666666
"41.1355678333333;";-8.663879
"41.1355673848506;";-8.66396473260334
"41.1355672558403;";-8.66394590490559
"41.1355669;";-8.663914
"41.1355668713763;";-8.66397920079491
"41.1355668333333;";-8.66388583333333
"41.1355667490937;";-8.66388330894935
"41.1355667166666;";-8.66396045
"41.1355666666666;";-8.6638675
"41.13556656098;";-8.66387799907994
"41.1355658849381;";-8.6639638544451
"41.1355656220087;";-8.66396491244068
"41.1355656;";-8.6638683
"41.135565;";-8.6640024
"41.1355646;";-8.6639769
"41.1355635663877;";-8.66387718357952
"41.1355634289211;";-8.66390238505419
"41.1355633333333;";-8.66391866666666
"41.1355633149306;";-8.66399444640489
"41.135562992872;";-8.66395380785854
"41.1355629;";-8.66398716666666
"41.1355628333333;";-8.66389383333333
"41.135562389994;";-8.66384984309897
"41.135562;";-8.6638817
"41.135562;";-8.66388283333333
"41.1355616666666;";-8.6639495
"41.1355614999999;";-8.663922
"41.1355611685595;";-8.66387983051408
"41.1355611666666;";-8.66387499999999
"41.1355610099074;";-8.6639405507675
"41.1355608333333;";-8.66396233333333
"41.1355598333333;";-8.66395433333333
"41.1355598;";-8.6639058
"41.1355596;";-8.6639003
"41.1355595;";-8.6639578
"41.1355593519485;";-8.66389066829304
"41.1355593333333;";-8.66392733333333
"41.1355591666666;";-8.66389166666666
"41.1355590833333;";-8.66399288333333
"41.1355589999999;";-8.66388733333333
"41.1355584676296;";-8.66394800466404
"41.1355582950154;";-8.66390173149349
"41.1355572;";-8.6638644
"41.1355569446844;";-8.66385513917418
"41.1355565;";-8.66392083333333
"41.1355563;";-8.663892
"41.1355561;";-8.6639533
"41.135556;";-8.663971
"41.1355554989408;";-8.66387941209783
"41.1355552666666;";-8.66391658333333
"41.1355552037229;";-8.6639674494537
"41.135555;";-8.6638885
"41.135554;";-8.66397683333333
"41.1355521623941;";-8.6638689573703
"41.1355516666666;";-8.66396133333333
"41.13555145;";-8.66395568333333
"41.1355507;";-8.6639541
"41.1355507;";-8.6639729
"41.1355499515335;";-8.66395873777902
"41.1355498565728;";-8.66385696725478
"41.1355497;";-8.6639231
"41.1355484055912;";-8.66398767860905
"41.1355481;";-8.6638751
"41.1355429;";-8.6639389
"41.1355396666666;";-8.66395016666666
"41.1355395941448;";-8.66396578029605
"41.1355371195836;";-8.66393644001463
"41.1355363596012;";-8.66393183465335
"41.1355347503097;";-8.66391991480726
"41.1355332;";-8.6640298
"41.1355308385017;";-8.66392161517577
"41.1355285666666;";-8.66388035
"41.1355217010167;";-8.66391310637081
"41.1355216;";-8.6638231
"41.1355124;";-8.663908
"41.1354796143935;";-8.6639798823032
"41.1354129134868;";-8.66383155069631
"41.1339235;";-8.610184
"41.1336519076718;";-8.60769213271343
"41.1335418574779;";-8.60760164953042
"41.1335343428901;";-8.60760423196089
"41.1334961145928;";-8.60754702774555
"41.1334916;";-8.607545
"41.1334915;";-8.6075637
"41.1334414;";-8.6076478
"41.1334117221167;";-8.60770831279531
"41.1334092915441;";-8.60775221139994
"41.133406819241;";-8.60757597859145
"41.1333903536001;";-8.60767905431484
"41.1333798;";-8.6076592
"41.1333736464053;";-8.60762884078099
"41.1333702;";-8.6076897
"41.1333669902206;";-8.60770749120161
"41.133365;";-8.607641
"41.1333522747918;";-8.60783266278157
"41.1333506558258;";-8.60767195988101
"41.1333472160884;";-8.60769679115928
"41.1333396;";-8.6076702
"41.1333393;";-8.6076607
"41.1333392164469;";-8.60766494122014
"41.1333374564706;";-8.60774266026293
"41.1333331838633;";-8.60769747757223
"41.1333316397448;";-8.60764108493351
"41.1333313;";-8.6076351
"41.1333289842268;";-8.60767745031109
"41.1333283;";-8.6076977
"41.1333274833333;";-8.6077261
"41.1333261849741;";-8.60765875317958
"41.1333261849741;";-8.60765875317958
"41.1333261666666;";-8.60767033333333
"41.1333255;";-8.607596
"41.1333239683152;";-8.6076153486682
"41.1333226171452;";-8.60763969135636
"41.1333222;";-8.6076899
"41.1333216;";-8.6077011
"41.1333205;";-8.6076555
"41.1333196;";-8.6077119
"41.1333193;";-8.6076817
"41.1333183;";-8.6076714
"41.1333165;";-8.607722
"41.1333141661657;";-8.60765160537232
"41.1333140294605;";-8.60765642906828
"41.1333123548339;";-8.60768951476422
"41.1333121666666;";-8.60773733333333
"41.1333110177281;";-8.60765350555401
"41.1333107;";-8.607724
"41.1333101336297;";-8.60764483922031
"41.1333094;";-8.6075796
"41.1333093333333;";-8.60767216666666
"41.1333058;";-8.6076415
"41.1333050784833;";-8.60766157270211
"41.1333046666666;";-8.60764016666666
"41.1333046106792;";-8.60770945134912
"41.1333045;";-8.60765983333333
"41.1333043;";-8.6076281
"41.1333041;";-8.6076875
"41.1333037463243;";-8.60764386698102
"41.1333036666666;";-8.60765299999999
"41.1333035;";-8.60768183333333
"41.1333029;";-8.6076383
"41.133301;";-8.6077068
"41.1332983333333;";-8.60768083333333
"41.1332983333333;";-8.60772783333333
"41.1332980217797;";-8.60763360747006
"41.1332945244989;";-8.60764911233851
"41.1332931;";-8.6077082
"41.1332923333333;";-8.60767533333333
"41.133291181273;";-8.6076186180594
"41.1332884207828;";-8.60770885709158
"41.1332883;";-8.6077081
"41.1332870004295;";-8.60745985137487
"41.1332828333333;";-8.60773216666666
"41.1332826;";-8.6077256
"41.1332826;";-8.6077067
"41.133277838012;";-8.60768129337835
"41.1332681;";-8.607686
"41.1332671680373;";-8.60774004514595
"41.1332650191802;";-8.60765908344499
"41.1332555321719;";-8.60764514341805
"41.1332541;";-8.6076636
"41.1332399;";-8.6076444
"41.132735;";-8.60723133333333
"41.1319811886958;";-8.60713028452537
"41.1315004;";-8.625782
"41.131412;";-8.6258636
"41.1313484;";-8.6257328
"41.1313369;";-8.6256049
"41.1313175752615;";-8.6256468236878
"41.1313168824848;";-8.6256288846591
"41.131283;";-8.6254478
"41.1312442;";-8.6258342
"41.1312363;";-8.6256082
"41.1312287;";-8.6255863
"41.1312105;";-8.6255035
"41.1311985;";-8.6255652
"41.1311954759465;";-8.62559967159342
"41.1311954759465;";-8.62559967159342
"41.1311847;";-8.6256217
"41.1311821314058;";-8.62560461538264
"41.1311783716037;";-8.62562378936769
"41.131088;";-8.625447
"41.1310871;";-8.6673444
"41.1310633799097;";-8.66734249458689
"41.1310593445748;";-8.66740812375135
"41.1310578444357;";-8.66745632202923
"41.1310408590744;";-8.6674822401336
"41.1310328962666;";-8.66743966006549
"41.1310262089089;";-8.66937918579281
"41.131025074231;";-8.66741706907304
"41.1310214489917;";-8.66741755852758
"41.131018846273;";-8.6675334089973
"41.1310157833333;";-8.66931533333333
"41.1310147729609;";-8.66748203496477
"41.1310136666666;";-8.6674855
"41.1310099873297;";-8.66744269283724
"41.1310069242818;";-8.66934512983843
"41.131004071232;";-8.66926377165029
"41.1310022;";-8.6692964
"41.1310012274022;";-8.66752262825026
"41.1309997;";-8.6693138
"41.1309971055399;";-8.66746958345982
"41.1309956519441;";-8.66936650636083
"41.1309948;";-8.6255138
"41.1309925887924;";-8.66936476475961
"41.1309894360984;";-8.66744058207484
"41.1309869634372;";-8.66936439649078
"41.130984365047;";-8.66936607287141
"41.1309824987623;";-8.66935254884732
"41.1309812193454;";-8.66935351932924
"41.1309771899956;";-8.66930679210486
"41.1309767158183;";-8.66935201502476
"41.1309766;";-8.6693406
"41.1309752045392;";-8.66722620620208
"41.1309738166666;";-8.66934203333333
"41.130973746982;";-8.66938497038737
"41.1309733;";-8.6693678
"41.1309731;";-8.6255711
"41.1309716666666;";-8.66933283333333
"41.1309703632614;";-8.66751900018888
"41.1309695;";-8.6692801
"41.1309676666666;";-8.66934699999999
"41.1309673333333;";-8.6693445
"41.1309656127749;";-8.66937917348742
"41.1309631879228;";-8.66934724355636
"41.1309615243611;";-8.66934654303702
"41.1309613;";-8.6693904
"41.130961;";-8.6693424
"41.1309606666666;";-8.66935033333333
"41.1309601;";-8.6693958
"41.13096;";-8.66936983333333
"41.1309588;";-8.6694137
"41.1309588;";-8.6693579
"41.1309585499999;";-8.66936874999999
"41.1309585499999;";-8.66938971666666
"41.1309584929536;";-8.66938254374729
"41.1309581;";-8.669363
"41.1309567251803;";-8.66935236963606
"41.1309562623834;";-8.66935348922301
"41.130956;";-8.6693775
"41.1309556;";-8.66936
"41.1309552379337;";-8.66931469180497
"41.1309551666666;";-8.66936233333333
"41.13095475;";-8.66937256666666
"41.1309533943226;";-8.66933427067752
"41.1309522034418;";-8.66934975976448
"41.1309518452578;";-8.6693545908178
"41.1309515;";-8.66938216666666
"41.1309509333333;";-8.66939735
"41.1309505859772;";-8.66936766543301
"41.1309502514489;";-8.66936973853331
"41.1309501685996;";-8.6693496307049
"41.1309501666666;";-8.66937883333333
"41.13095;";-8.66937883333333
"41.1309499819599;";-8.66935350062374
"41.1309495;";-8.66937466666666
"41.1309490596421;";-8.66938881478494
"41.1309488816792;";-8.66933434052295
"41.1309488333333;";-8.66937166666666
"41.1309478333333;";-8.66939733333333
"41.1309476666666;";-8.66936649999999
"41.1309471666666;";-8.669383
"41.130947;";-8.6693753
"41.130946646483;";-8.66937294603201
"41.1309463333333;";-8.66938783333333
"41.1309454;";-8.6693177
"41.1309452781943;";-8.66936518891749
"41.1309439661412;";-8.66935326297528
"41.1309439;";-8.669368
